InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Amount
INV100143,58787,Perfume,1,2024-09-24,7.71,C00465,United Kingdom,7.71
INV100345,45488,Brush,3,2024-07-28,14.01,C00090,France,42.03
INV100623,84441,Towel,5,2024-01-17,4.98,C00067,EIRE,24.900000000000002
INV101016,84663,Bag,5,2024-10-12,14.3,C00455,EIRE,71.5
INV101595,32431,Brush,2,2024-12-09,25.36,C00236,France,50.72
INV100880,71681,Shirt,5,2024-07-21,1.6,C00200,United Kingdom,8.0
INV100001,73483,Candle,5,2024-04-08,1.2,C00468,France,6.0
INV100896,59153,Towel,5,2024-10-05,2.56,C00332,United Kingdom,12.8
INV101327,16368,Brush,3,2024-07-27,16.34,C00227,France,49.019999999999996
INV100253,37424,Lipstick,5,2024-05-08,39.55,C00465,United Kingdom,197.75
INV101675,55004,Brush,5,2024-11-30,1.1,C00348,Germany,5.5
INV100452,93869,Perfume,5,2024-10-14,56.19,C00233,EIRE,280.95
INV101060,98652,Candle,1,2024-09-08,3.25,C00266,Germany,3.25
INV101183,66985,Bag,3,2024-09-21,37.9,C00086,EIRE,113.69999999999999
INV101014,60069,Shirt,2,2024-09-27,14.19,C00102,United Kingdom,28.38
INV100008,62326,Bag,1,2024-07-06,22.54,C00441,Germany,22.54
INV101256,91061,Towel,4,2024-08-01,15.29,C00481,EIRE,61.16
INV101122,33398,Shirt,3,2024-10-09,13.97,C00214,France,41.910000000000004
INV101682,60861,Shoe,3,2024-07-29,37.02,C00108,United Kingdom,111.06
INV100815,85897,Lipstick,4,2024-12-30,29.2,C00165,United Kingdom,116.8
INV100207,91905,Shoe,4,2024-03-16,14.21,C00461,France,56.84
INV101154,78577,Shoe,4,2024-05-27,3.37,C00091,France,13.48
INV100403,75641,Bag,2,2024-11-16,3.45,C00192,EIRE,6.9
INV100151,19078,Towel,5,2024-07-31,33.34,C00335,United Kingdom,166.70000000000002
INV100053,35003,Lipstick,3,2024-04-18,16.07,C00086,EIRE,48.21
INV101143,72768,Brush,5,2024-05-08,14.14,C00222,France,70.7
INV101696,61047,Shirt,5,2024-01-10,23.82,C00363,United Kingdom,119.1
INV101943,81626,Shirt,4,2024-02-16,40.16,C00424,France,160.64
INV100627,67660,Perfume,2,2024-11-10,20.82,C00101,EIRE,41.64
INV100586,59786,Candle,1,2024-04-05,29.78,C00226,EIRE,29.78
INV101648,11925,Perfume,2,2024-04-12,29.99,C00364,EIRE,59.98
INV101991,93976,Brush,5,2024-12-07,9.81,C00060,United Kingdom,49.050000000000004
INV101443,36015,Perfume,2,2024-05-25,7.41,C00482,France,14.82
INV101445,43320,Shirt,4,2024-01-27,33.31,C00250,France,133.24
INV100103,74881,Bag,1,2024-08-07,10.47,C00048,EIRE,10.47
INV101875,36289,Shoe,4,2024-01-18,47.73,C00117,EIRE,190.92
INV100253,13389,Towel,1,2024-06-15,2.44,C00227,EIRE,2.44
INV101250,35683,Shoe,5,2024-03-22,2.2,C00362,EIRE,11.0
INV101135,23629,Shoe,1,2024-03-12,53.35,C00403,Germany,53.35
INV100509,71550,Lipstick,1,2024-11-05,21.91,C00456,Germany,21.91
INV101496,34826,Shirt,1,2024-09-10,10.55,C00487,Germany,10.55
INV100098,36630,Brush,2,2024-06-10,29.13,C00033,EIRE,58.26
INV100152,56163,Brush,2,2024-11-22,23.31,C00044,EIRE,46.62
INV101884,76435,Towel,5,2024-02-07,16.15,C00476,France,80.75
INV100913,21653,Bag,1,2024-07-19,3.08,C00165,United Kingdom,3.08
INV101919,37961,Lipstick,3,2024-07-18,34.45,C00368,France,103.35000000000001
INV100877,91941,Candle,5,2024-09-11,41.2,C00345,Germany,206.0
INV100337,84137,Bag,1,2024-06-27,4.78,C00292,France,4.78
INV101729,43662,Perfume,1,2024-02-04,39.01,C00337,EIRE,39.01
INV100821,66446,Bag,2,2024-03-22,43.05,C00344,Germany,86.1
INV101186,31288,Bag,5,2024-08-07,16.94,C00405,Germany,84.7
INV101743,46877,Shoe,1,2024-06-06,22.35,C00386,United Kingdom,22.35
INV100956,25313,Bag,1,2024-01-04,10.63,C00287,United Kingdom,10.63
INV101704,90885,Brush,5,2024-06-15,7.62,C00364,Germany,38.1
INV100160,82715,Perfume,3,2024-07-22,26.6,C00225,Germany,79.80000000000001
INV101603,20326,Perfume,5,2024-07-12,40.59,C00286,France,202.95000000000002
INV100800,11560,Shirt,5,2024-08-22,22.23,C00204,Germany,111.15
INV100397,89148,Bag,3,2024-07-24,15.33,C00172,EIRE,45.99
INV101300,93186,Shoe,5,2024-05-29,4.46,C00012,France,22.3
INV100815,36745,Bag,1,2024-06-07,2.1,C00307,EIRE,2.1
INV101939,41890,Candle,5,2024-10-05,12.8,C00121,EIRE,64.0
INV101527,30022,Candle,3,2024-10-30,2.01,C00433,EIRE,6.029999999999999
INV101919,62579,Shoe,4,2024-06-14,17.85,C00244,Germany,71.4
INV101415,80316,Shirt,5,2024-11-06,10.65,C00152,United Kingdom,53.25
INV101158,93847,Shirt,2,2024-03-08,29.31,C00152,United Kingdom,58.62
INV101218,38380,Perfume,1,2024-03-28,8.3,C00188,EIRE,8.3
INV100400,12356,Perfume,1,2024-08-04,18.98,C00395,Germany,18.98
INV100639,80326,Lipstick,2,2024-01-01,16.43,C00013,France,32.86
INV101056,99899,Shoe,2,2024-05-14,1.09,C00091,EIRE,2.18
INV100687,30049,Bag,5,2024-07-03,2.5,C00200,France,12.5
INV100459,85717,Towel,2,2024-12-16,7.86,C00074,France,15.72
INV100954,26082,Shoe,4,2024-05-19,43.78,C00256,Germany,175.12
INV101906,10661,Lipstick,3,2024-04-15,4.18,C00456,Germany,12.54
INV100469,47412,Perfume,2,2024-05-12,25.82,C00448,United Kingdom,51.64
INV101398,12920,Shoe,2,2024-04-17,73.51,C00276,United Kingdom,147.02
INV101045,70315,Shoe,4,2024-06-26,32.27,C00328,Germany,129.08
INV100749,89561,Perfume,1,2024-10-24,6.57,C00329,EIRE,6.57
INV101693,18946,Brush,1,2024-12-23,48.8,C00071,United Kingdom,48.8
INV100037,55500,Lipstick,5,2024-12-24,2.95,C00078,France,14.75
INV100229,26309,Perfume,4,2024-05-25,13.63,C00284,EIRE,54.52
INV101388,65230,Shirt,3,2024-03-14,44.7,C00130,France,134.10000000000002
INV100562,40027,Bag,3,2024-04-17,21.5,C00377,Germany,64.5
INV100437,82541,Perfume,4,2024-05-01,11.68,C00043,France,46.72
INV101799,69321,Lipstick,3,2024-01-17,7.93,C00008,EIRE,23.79
INV101306,10956,Candle,1,2024-07-14,10.4,C00013,Germany,10.4
INV100026,84131,Shirt,3,2024-11-22,15.22,C00213,EIRE,45.660000000000004
INV100225,57908,Candle,3,2024-11-13,8.69,C00111,France,26.07
INV101300,88339,Towel,4,2024-10-23,70.45,C00476,EIRE,281.8
INV100797,35963,Perfume,4,2024-09-08,55.08,C00291,Germany,220.32
INV101632,49443,Shirt,3,2024-04-28,41.91,C00023,France,125.72999999999999
INV100283,49063,Bag,2,2024-06-10,11.96,C00302,France,23.92
INV100878,90818,Perfume,4,2024-07-16,24.51,C00254,United Kingdom,98.04
INV100959,14703,Bag,5,2024-02-14,47.63,C00015,United Kingdom,238.15
INV101504,75128,Brush,5,2024-11-09,39.0,C00130,EIRE,195.0
INV100452,82099,Shoe,1,2024-06-27,11.7,C00061,United Kingdom,11.7
INV101019,35849,Candle,3,2024-02-13,3.38,C00115,United Kingdom,10.14
INV101852,41860,Shirt,2,2024-09-27,2.57,C00460,United Kingdom,5.14
INV100815,41585,Bag,1,2024-03-18,18.21,C00320,United Kingdom,18.21
INV100658,32015,Lipstick,3,2024-11-21,21.58,C00308,Germany,64.74
INV101539,87539,Bag,4,2024-06-26,38.92,C00420,Germany,155.68
INV100546,53585,Lipstick,5,2024-12-22,7.92,C00451,United Kingdom,39.6
INV101215,36958,Perfume,2,2024-01-03,4.67,C00325,EIRE,9.34
INV101072,36017,Shirt,5,2024-08-01,10.53,C00067,Germany,52.65
INV101535,86707,Bag,4,2024-12-07,9.73,C00249,United Kingdom,38.92
INV100016,55350,Towel,3,2024-03-14,3.84,C00175,Germany,11.52
INV101195,22201,Bag,4,2024-02-20,23.31,C00339,France,93.24
INV101243,39426,Brush,4,2024-03-07,15.21,C00002,Germany,60.84
INV100157,27778,Towel,5,2024-11-27,26.54,C00172,Germany,132.7
INV100476,55241,Shirt,2,2024-04-02,9.7,C00485,EIRE,19.4
INV101069,52229,Brush,4,2024-06-24,8.88,C00448,Germany,35.52
INV101396,96652,Bag,5,2024-05-24,13.8,C00465,EIRE,69.0
INV100517,58364,Lipstick,2,2024-01-07,42.98,C00334,France,85.96
INV100098,94878,Bag,3,2024-09-25,1.82,C00284,United Kingdom,5.46
INV101915,67056,Candle,3,2024-11-17,33.68,C00475,EIRE,101.03999999999999
INV101768,37490,Perfume,1,2024-01-04,10.21,C00054,Germany,10.21
INV101060,29975,Shoe,5,2024-05-17,39.57,C00458,Germany,197.85
INV100279,36723,Lipstick,2,2024-08-18,33.41,C00067,EIRE,66.82
INV101372,33279,Candle,4,2024-03-28,9.58,C00420,France,38.32
INV100496,88301,Towel,3,2024-01-17,24.68,C00102,United Kingdom,74.03999999999999
INV100301,21561,Perfume,2,2024-02-21,4.48,C00120,Germany,8.96
INV100180,76061,Shirt,5,2024-05-13,46.32,C00191,France,231.6
INV100606,98397,Lipstick,1,2024-07-29,11.37,C00409,United Kingdom,11.37
INV101122,59153,Shoe,3,2024-11-20,13.16,C00470,United Kingdom,39.480000000000004
INV100699,43142,Perfume,2,2024-08-06,25.47,C00304,Germany,50.94
INV100992,36916,Towel,2,2024-07-23,35.39,C00423,EIRE,70.78
INV101139,74324,Brush,2,2024-07-29,6.39,C00047,Germany,12.78
INV100190,54965,Brush,5,2024-10-03,22.66,C00222,Germany,113.3
INV100252,14648,Shoe,5,2024-01-24,10.95,C00021,Germany,54.75
INV100980,45133,Shirt,5,2024-01-04,10.2,C00158,France,51.0
INV100927,60677,Shirt,4,2024-05-31,24.43,C00348,EIRE,97.72
INV101184,80135,Towel,2,2024-09-15,10.79,C00159,France,21.58
INV101279,45046,Lipstick,3,2024-11-19,9.5,C00377,Germany,28.5
INV101346,57064,Towel,5,2024-12-22,37.14,C00372,EIRE,185.7
INV100127,79350,Bag,5,2024-06-16,3.14,C00410,United Kingdom,15.700000000000001
INV100017,55893,Shirt,2,2024-06-24,23.53,C00235,EIRE,47.06
INV101816,71272,Perfume,5,2024-11-05,6.72,C00150,Germany,33.6
INV101758,77649,Bag,4,2024-10-17,1.31,C00405,EIRE,5.24
INV100565,74674,Brush,4,2024-02-25,4.65,C00257,United Kingdom,18.6
INV100569,23760,Brush,5,2024-04-17,19.66,C00165,United Kingdom,98.3
INV101346,31927,Candle,2,2024-10-22,25.7,C00077,EIRE,51.4
INV101895,96475,Shoe,2,2024-11-19,1.43,C00085,United Kingdom,2.86
INV100685,71367,Bag,2,2024-10-28,1.74,C00046,France,3.48
INV101815,22588,Shoe,1,2024-11-29,47.57,C00393,EIRE,47.57
INV100625,62233,Towel,5,2024-05-20,2.52,C00401,United Kingdom,12.6
INV101311,54738,Bag,2,2024-06-03,45.92,C00047,United Kingdom,91.84
INV101966,43397,Towel,4,2024-09-18,6.18,C00213,EIRE,24.72
INV100853,92189,Candle,3,2024-09-29,27.94,C00479,France,83.82000000000001
INV101686,86367,Shirt,3,2024-08-19,8.41,C00487,EIRE,25.23
INV100961,81260,Brush,2,2024-08-28,40.14,C00059,United Kingdom,80.28
INV101662,86619,Candle,3,2024-12-20,25.11,C00054,EIRE,75.33
INV100154,29816,Brush,3,2024-12-02,11.28,C00342,United Kingdom,33.839999999999996
INV100489,52240,Shirt,1,2024-09-14,2.59,C00012,Germany,2.59
INV101409,16276,Towel,4,2024-09-05,27.39,C00192,EIRE,109.56
INV100784,89530,Shirt,4,2024-03-17,20.19,C00006,EIRE,80.76
INV101127,33499,Brush,1,2024-06-28,1.06,C00309,United Kingdom,1.06
INV101952,98576,Brush,1,2024-03-06,1.19,C00144,United Kingdom,1.19
INV101416,92495,Shoe,3,2024-11-03,34.09,C00346,United Kingdom,102.27000000000001
INV101834,81635,Perfume,5,2024-12-13,7.01,C00261,United Kingdom,35.05
INV100245,95112,Candle,3,2024-06-19,21.22,C00073,EIRE,63.66
INV101199,45946,Bag,1,2024-01-22,13.11,C00174,United Kingdom,13.11
INV101062,65204,Brush,4,2024-04-16,40.82,C00232,EIRE,163.28
INV101500,61886,Candle,3,2024-11-18,50.77,C00270,France,152.31
INV101705,81652,Shoe,5,2024-08-14,115.94,C00428,EIRE,579.7
INV100758,25563,Shirt,3,2024-08-03,4.34,C00447,United Kingdom,13.02
INV100537,19847,Shoe,2,2024-03-09,40.75,C00362,United Kingdom,81.5
INV101890,36155,Lipstick,3,2024-03-24,7.19,C00222,France,21.57
INV101841,89671,Lipstick,1,2024-04-12,18.87,C00052,EIRE,18.87
INV100920,93310,Bag,4,2024-02-08,15.1,C00116,France,60.4
INV100407,77278,Shoe,4,2024-01-13,1.36,C00026,EIRE,5.44
INV100524,28309,Towel,1,2024-10-23,54.99,C00053,United Kingdom,54.99
INV100827,10619,Bag,2,2024-11-08,2.63,C00365,EIRE,5.26
INV101529,93194,Towel,1,2024-06-29,24.31,C00029,United Kingdom,24.31
INV100902,60108,Bag,3,2024-09-24,31.74,C00019,United Kingdom,95.22
INV101848,44707,Lipstick,1,2024-01-13,32.72,C00303,Germany,32.72
INV100035,30337,Bag,1,2024-04-29,3.91,C00392,Germany,3.91
INV100684,91537,Lipstick,2,2024-12-18,12.87,C00279,EIRE,25.74
INV100019,76504,Brush,3,2024-02-26,36.37,C00117,United Kingdom,109.10999999999999
INV100320,57614,Shirt,5,2024-02-09,8.21,C00106,France,41.050000000000004
INV101799,10281,Towel,5,2024-12-01,13.61,C00419,United Kingdom,68.05
INV100511,37420,Shoe,4,2024-05-07,7.37,C00479,France,29.48
INV100399,90896,Brush,1,2024-06-21,13.46,C00309,EIRE,13.46
INV100653,49030,Brush,4,2024-02-04,44.76,C00227,EIRE,179.04
INV100971,11058,Bag,2,2024-09-15,13.14,C00352,France,26.28
INV101906,96213,Lipstick,5,2024-01-05,17.23,C00186,France,86.15
INV100470,86260,Candle,1,2024-08-05,11.35,C00261,United Kingdom,11.35
INV101166,38404,Towel,2,2024-01-11,13.33,C00016,EIRE,26.66
INV101115,39856,Brush,2,2024-11-22,1.31,C00273,United Kingdom,2.62
INV101377,19200,Bag,1,2024-04-26,7.67,C00160,France,7.67
INV100833,74178,Perfume,2,2024-07-02,12.47,C00358,Germany,24.94
INV101823,43997,Shirt,1,2024-12-27,21.09,C00250,Germany,21.09
INV100726,35611,Shirt,1,2024-04-25,12.96,C00224,Germany,12.96
INV101982,51235,Candle,3,2024-06-10,9.24,C00256,France,27.72
INV100853,45057,Lipstick,4,2024-03-07,10.82,C00180,United Kingdom,43.28
INV100050,11239,Bag,2,2024-07-18,6.55,C00020,EIRE,13.1
INV101688,75661,Towel,2,2024-01-31,52.67,C00112,France,105.34
INV101721,55272,Lipstick,3,2024-03-15,15.75,C00120,Germany,47.25
INV100574,99393,Shirt,3,2024-08-24,1.27,C00194,United Kingdom,3.81
INV101213,71212,Lipstick,3,2024-11-22,1.39,C00468,EIRE,4.17
INV101148,25398,Shirt,5,2024-03-06,73.21,C00111,EIRE,366.04999999999995
INV100149,66503,Lipstick,5,2024-03-10,6.01,C00210,France,30.049999999999997
INV100313,16638,Candle,5,2024-10-23,33.76,C00001,France,168.79999999999998
INV100569,16570,Shoe,1,2024-01-20,2.2,C00058,EIRE,2.2
INV101365,78785,Candle,2,2024-08-13,51.81,C00093,EIRE,103.62
INV100304,19110,Candle,4,2024-07-17,42.5,C00221,Germany,170.0
INV101715,89141,Shoe,1,2024-02-08,17.93,C00211,EIRE,17.93
INV100681,22115,Shoe,2,2024-05-24,1.18,C00428,France,2.36
INV100837,49062,Brush,2,2024-02-14,6.96,C00232,United Kingdom,13.92
INV101806,32911,Brush,3,2024-11-21,11.45,C00262,Germany,34.349999999999994
INV101077,42556,Bag,3,2024-03-31,13.33,C00364,Germany,39.99
INV101002,88131,Towel,1,2024-08-25,8.07,C00103,EIRE,8.07
INV100443,11969,Towel,3,2024-03-10,1.67,C00050,United Kingdom,5.01
INV100612,53753,Bag,2,2024-06-14,18.84,C00374,Germany,37.68
INV100992,92811,Candle,3,2024-05-09,15.85,C00110,France,47.55
INV100263,14470,Candle,5,2024-08-01,7.65,C00456,EIRE,38.25
INV101076,20225,Shirt,3,2024-12-05,1.77,C00088,France,5.3100000000000005
INV101595,33196,Shirt,2,2024-03-29,105.41,C00020,EIRE,210.82
INV101003,23669,Towel,1,2024-11-30,14.16,C00014,Germany,14.16
INV101643,47380,Bag,4,2024-09-08,29.21,C00133,EIRE,116.84
INV100004,58320,Perfume,3,2024-12-14,13.04,C00425,United Kingdom,39.12
INV101126,57414,Brush,2,2024-03-12,1.88,C00296,France,3.76
INV101219,25577,Perfume,4,2024-06-13,8.41,C00034,United Kingdom,33.64
INV100773,98009,Bag,4,2024-02-18,8.72,C00380,France,34.88
INV100876,65409,Shirt,5,2024-02-21,37.45,C00208,France,187.25
INV100991,38625,Towel,4,2024-10-15,22.24,C00301,EIRE,88.96
INV100883,91040,Towel,2,2024-10-04,7.44,C00199,Germany,14.88
INV101373,34089,Shirt,2,2024-04-23,69.68,C00080,Germany,139.36
INV100046,46487,Perfume,3,2024-08-26,8.76,C00071,United Kingdom,26.28
INV100866,75838,Lipstick,3,2024-05-12,127.78,C00155,EIRE,383.34000000000003
INV100822,60138,Lipstick,3,2024-09-30,112.26,C00078,Germany,336.78000000000003
INV100935,52823,Shirt,4,2024-06-14,5.24,C00078,France,20.96
INV101843,47208,Lipstick,4,2024-10-19,8.5,C00172,France,34.0
INV100655,64061,Shoe,5,2024-08-30,14.31,C00289,EIRE,71.55
INV100268,40659,Bag,3,2024-11-15,22.82,C00033,United Kingdom,68.46000000000001
INV100369,41890,Bag,1,2024-05-17,16.02,C00300,EIRE,16.02
INV100635,89134,Shirt,5,2024-03-19,70.76,C00276,United Kingdom,353.8
INV101129,57055,Candle,1,2024-06-18,26.75,C00367,EIRE,26.75
INV101693,29508,Brush,4,2024-05-02,5.77,C00420,France,23.08
INV101682,52287,Perfume,5,2024-06-24,3.22,C00007,EIRE,16.1
INV100656,88916,Shirt,5,2024-10-26,24.32,C00160,Germany,121.6
INV100119,36984,Lipstick,2,2024-03-22,4.45,C00240,Germany,8.9
INV100830,18125,Perfume,4,2024-03-27,31.99,C00451,EIRE,127.96
INV101810,46059,Candle,4,2024-08-12,8.45,C00423,United Kingdom,33.8
INV101627,79569,Lipstick,5,2024-01-16,8.92,C00477,United Kingdom,44.6
INV101081,27087,Towel,4,2024-11-05,1.22,C00024,France,4.88
INV101974,15704,Brush,5,2024-12-23,25.15,C00214,France,125.75
INV101369,70576,Shoe,2,2024-06-11,3.4,C00070,United Kingdom,6.8
INV100740,83384,Lipstick,5,2024-04-07,30.65,C00368,EIRE,153.25
INV101497,97128,Shoe,4,2024-06-04,14.54,C00216,France,58.16
INV100116,82460,Perfume,4,2024-01-02,31.68,C00104,United Kingdom,126.72
INV101853,37208,Shoe,5,2024-12-15,18.54,C00215,United Kingdom,92.69999999999999
INV100790,95150,Perfume,5,2024-06-17,2.72,C00054,EIRE,13.600000000000001
INV101150,76024,Perfume,5,2024-11-10,30.02,C00294,Germany,150.1
INV101416,49882,Perfume,3,2024-11-20,2.45,C00330,United Kingdom,7.3500000000000005
INV101931,35923,Perfume,4,2024-04-01,14.03,C00336,France,56.12
INV101012,39165,Perfume,4,2024-06-29,4.78,C00203,EIRE,19.12
INV101664,77203,Lipstick,3,2024-08-18,28.91,C00288,EIRE,86.73
INV101081,14114,Perfume,5,2024-10-27,49.52,C00045,EIRE,247.60000000000002
INV100633,74965,Lipstick,2,2024-05-27,17.15,C00317,Germany,34.3
INV100512,46321,Perfume,5,2024-10-06,15.98,C00198,Germany,79.9
INV101774,83297,Shoe,5,2024-07-07,29.88,C00216,France,149.4
INV100801,35426,Towel,3,2024-12-12,1.1,C00481,France,3.3000000000000003
INV101119,27772,Perfume,4,2024-12-15,50.96,C00309,EIRE,203.84
INV101661,13712,Candle,5,2024-11-09,5.4,C00384,France,27.0
INV101141,11367,Perfume,4,2024-05-07,83.85,C00435,United Kingdom,335.4
INV100559,61924,Perfume,1,2024-01-07,27.66,C00332,Germany,27.66
INV101624,13726,Shoe,4,2024-02-16,30.77,C00184,EIRE,123.08
INV100487,99152,Brush,2,2024-02-22,22.35,C00027,EIRE,44.7
INV101260,37723,Bag,2,2024-07-05,13.76,C00166,United Kingdom,27.52
INV101908,19108,Shoe,5,2024-02-07,17.96,C00318,United Kingdom,89.80000000000001
INV100896,87714,Candle,4,2024-08-13,1.95,C00274,United Kingdom,7.8
INV101295,45643,Bag,5,2024-02-22,20.56,C00383,United Kingdom,102.8
INV101212,41324,Shirt,3,2024-08-11,20.68,C00365,EIRE,62.04
INV100703,93360,Shirt,2,2024-06-02,45.37,C00103,Germany,90.74
INV101470,18927,Brush,5,2024-02-17,15.09,C00448,Germany,75.45
INV100580,32443,Candle,3,2024-12-16,2.61,C00333,United Kingdom,7.83
INV100789,89973,Shoe,5,2024-05-26,8.31,C00373,France,41.550000000000004
INV100860,73449,Lipstick,4,2024-03-04,22.32,C00104,EIRE,89.28
INV100246,86743,Candle,4,2024-12-14,6.47,C00414,Germany,25.88
INV101986,70233,Towel,4,2024-06-30,7.58,C00245,United Kingdom,30.32
INV101099,35537,Bag,4,2024-05-04,35.35,C00305,France,141.4
INV100153,87576,Bag,1,2024-06-27,18.56,C00169,France,18.56
INV101679,32612,Perfume,3,2024-02-08,15.21,C00116,United Kingdom,45.63
INV101458,16471,Shirt,3,2024-09-16,8.67,C00141,EIRE,26.009999999999998
INV100996,45631,Brush,4,2024-01-03,27.26,C00418,Germany,109.04
INV101109,41348,Bag,1,2024-03-04,7.79,C00356,France,7.79
INV100696,74732,Candle,4,2024-01-29,27.72,C00478,Germany,110.88
INV101308,11177,Bag,1,2024-01-11,2.45,C00125,Germany,2.45
INV101997,14760,Brush,4,2024-04-06,40.98,C00025,France,163.92
INV101243,42779,Brush,2,2024-12-23,14.85,C00194,United Kingdom,29.7
INV101092,31636,Brush,2,2024-07-21,12.54,C00384,France,25.08
INV101070,91889,Candle,5,2024-01-21,19.88,C00100,France,99.39999999999999
INV101008,63551,Lipstick,4,2024-02-08,20.57,C00402,EIRE,82.28
INV100093,21556,Perfume,3,2024-08-10,3.83,C00005,Germany,11.49
INV101773,37598,Shirt,5,2024-04-11,29.23,C00019,United Kingdom,146.15
INV100957,21563,Bag,2,2024-02-15,7.46,C00170,Germany,14.92
INV101011,56819,Candle,4,2024-03-06,48.07,C00274,France,192.28
INV100452,83770,Shoe,5,2024-03-31,35.06,C00254,United Kingdom,175.3
INV101227,36966,Shirt,4,2024-06-12,9.5,C00121,United Kingdom,38.0
INV100911,91709,Lipstick,2,2024-04-20,33.98,C00032,United Kingdom,67.96
INV100217,69889,Candle,5,2024-12-03,9.81,C00149,United Kingdom,49.050000000000004
INV100473,36987,Towel,2,2024-05-02,3.13,C00266,EIRE,6.26
INV100431,88714,Towel,1,2024-07-11,66.34,C00037,United Kingdom,66.34
INV100340,68348,Perfume,2,2024-04-08,22.15,C00177,France,44.3
INV100550,34596,Perfume,4,2024-10-17,13.18,C00342,EIRE,52.72
INV101635,43174,Lipstick,3,2024-06-07,11.14,C00013,France,33.42
INV101312,74106,Lipstick,2,2024-04-12,8.85,C00183,France,17.7
INV101277,79967,Perfume,3,2024-10-07,80.74,C00145,Germany,242.21999999999997
INV101757,69182,Bag,1,2024-02-12,3.89,C00265,United Kingdom,3.89
INV100356,97163,Bag,5,2024-03-24,8.56,C00088,United Kingdom,42.800000000000004
INV100022,49310,Candle,5,2024-07-09,14.29,C00428,France,71.44999999999999
INV101785,66088,Shoe,3,2024-02-20,14.0,C00462,United Kingdom,42.0
INV100521,18906,Candle,5,2024-07-28,13.75,C00046,EIRE,68.75
INV101781,46914,Shoe,2,2024-05-05,4.87,C00392,Germany,9.74
INV101860,55379,Lipstick,3,2024-03-09,4.13,C00119,United Kingdom,12.39
INV101123,88612,Shirt,4,2024-09-21,6.88,C00421,United Kingdom,27.52
INV100801,47650,Candle,2,2024-09-14,50.19,C00019,EIRE,100.38
INV101203,56881,Candle,2,2024-07-06,3.4,C00447,Germany,6.8
INV101246,56413,Shoe,2,2024-08-17,29.33,C00220,EIRE,58.66
INV101929,16012,Brush,4,2024-07-07,29.34,C00430,France,117.36
INV100761,60115,Lipstick,1,2024-01-10,34.19,C00233,France,34.19
INV101682,17151,Lipstick,5,2024-04-23,44.54,C00094,United Kingdom,222.7
INV100441,67716,Towel,3,2024-03-16,7.1,C00455,Germany,21.299999999999997
INV101631,46378,Brush,1,2024-06-12,6.09,C00251,France,6.09
INV100768,52652,Shoe,3,2024-03-25,13.53,C00250,EIRE,40.589999999999996
INV101015,82430,Lipstick,5,2024-02-18,7.16,C00282,France,35.8
INV101348,23467,Brush,4,2024-11-21,27.51,C00232,France,110.04
INV100515,41010,Perfume,2,2024-06-25,21.21,C00046,EIRE,42.42
INV101039,64691,Brush,2,2024-08-05,42.59,C00374,United Kingdom,85.18
INV100791,74157,Bag,4,2024-07-07,2.73,C00046,Germany,10.92
INV100335,22289,Towel,1,2024-12-11,50.32,C00459,United Kingdom,50.32
INV101782,54976,Perfume,1,2024-08-17,7.94,C00014,EIRE,7.94
INV100257,53596,Shirt,3,2024-09-11,14.49,C00085,France,43.47
INV100496,33171,Candle,4,2024-08-23,12.55,C00319,Germany,50.2
INV100895,96365,Towel,1,2024-01-26,29.57,C00328,United Kingdom,29.57
INV100159,54139,Shirt,4,2024-03-12,11.91,C00003,EIRE,47.64
INV101498,58713,Candle,5,2024-09-17,58.49,C00028,France,292.45
INV100851,39734,Bag,2,2024-09-10,47.57,C00381,France,95.14
INV101687,82588,Brush,2,2024-09-27,42.14,C00157,United Kingdom,84.28
INV101931,73646,Lipstick,2,2024-05-02,2.48,C00343,EIRE,4.96
INV100689,13654,Perfume,4,2024-05-23,39.52,C00402,France,158.08
INV101698,99022,Shoe,4,2024-09-13,31.43,C00419,France,125.72
INV100379,28743,Perfume,3,2024-05-23,3.19,C00333,Germany,9.57
INV101568,58368,Bag,2,2024-09-15,3.27,C00332,France,6.54
INV101952,84172,Shirt,3,2024-02-16,3.13,C00175,United Kingdom,9.39
INV100956,16441,Shoe,2,2024-12-16,1.23,C00114,EIRE,2.46
INV100690,34611,Lipstick,3,2024-01-13,16.91,C00389,EIRE,50.730000000000004
INV101450,22149,Bag,3,2024-07-26,73.53,C00487,Germany,220.59
INV101636,69189,Shoe,5,2024-11-06,12.55,C00331,EIRE,62.75
INV101291,31675,Bag,3,2024-08-22,16.56,C00250,United Kingdom,49.67999999999999
INV101858,81031,Brush,4,2024-05-28,69.82,C00059,France,279.28
INV101600,52668,Bag,3,2024-11-17,6.89,C00203,Germany,20.669999999999998
INV101440,23673,Lipstick,2,2024-06-03,40.1,C00315,EIRE,80.2
INV101191,86666,Towel,3,2024-06-14,16.81,C00239,Germany,50.42999999999999
INV101865,98204,Candle,1,2024-03-30,17.86,C00234,Germany,17.86
INV101066,90758,Shoe,2,2024-07-04,9.41,C00303,EIRE,18.82
INV101579,75429,Brush,1,2024-11-13,17.49,C00095,Germany,17.49
INV100284,33669,Lipstick,2,2024-12-23,2.52,C00479,EIRE,5.04
INV100396,44068,Bag,4,2024-06-22,29.93,C00141,United Kingdom,119.72
INV100011,98789,Brush,4,2024-08-04,7.7,C00334,EIRE,30.8
